input_index,final_label,decision_source,hybrid_confidence,agreement,conflict,requires_human_review,review_reason,rule_prediction,rule_active_votes,ml_prediction,ml_top_probability
237,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,5,industrial_fire,0.9993
238,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9691
239,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
240,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
241,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
242,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
243,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
244,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
245,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
246,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
247,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
248,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9985
249,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
250,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
251,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9982
252,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9933
253,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
254,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
255,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
256,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
257,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9272
258,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,3,industrial_fire,0.9973
259,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,4,industrial_fire,0.9995
260,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9416
261,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
262,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
263,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
264,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
265,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,2,mining_activity,0.9912
266,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,1,industrial_fire,0.9986
267,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,1,industrial_fire,0.999
268,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9991
269,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,1,industrial_fire,0.9967
270,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
271,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
272,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
273,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
274,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
275,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
276,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
277,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
278,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
279,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
280,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
281,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
282,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
283,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
284,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
285,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
286,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
287,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
288,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
289,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
290,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
291,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
292,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
293,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
294,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
295,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
296,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
297,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
298,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
299,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
300,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
301,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
302,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
303,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
304,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
305,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
306,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
307,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
308,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
309,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
310,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
311,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
312,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
313,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
314,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
315,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
316,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
317,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
318,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
319,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
320,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
321,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
322,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
323,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
324,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
325,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
326,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
327,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
328,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
329,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
330,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
331,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
332,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
333,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
334,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
335,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
336,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9978
337,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
338,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
339,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
340,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
341,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
342,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,3,agricultural_burn,0.9859
343,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,1,industrial_fire,0.9995
344,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,3,industrial_fire,0.9995
345,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,1,industrial_fire,0.9995
346,industrial_process_heat,hybrid_agreement,0.99,True,False,False,,industrial_process_heat,1,industrial_process_heat,0.9736
347,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
348,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
349,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9985
350,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9983
351,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9948
352,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9964
353,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9988
354,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
355,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9967
356,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9988
357,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9986
358,forest_natural_fire,hybrid_agreement,0.99,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.994
359,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.999
360,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9974
361,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9987
362,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9986
363,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9987
364,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
365,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
366,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
367,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
368,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
369,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9986
370,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9949
371,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9778
372,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,1,mining_activity,0.9975
373,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9983
374,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9863
375,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9824
376,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9949
377,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,1,mining_activity,0.9973
378,forest_natural_fire,hybrid_agreement,0.99,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9971
379,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,2,mining_activity,0.9943
380,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,2,mining_activity,0.9925
381,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9964
382,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.991
383,forest_natural_fire,hybrid_agreement,0.99,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9966
384,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9951
385,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9969
386,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9969
387,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9985
388,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,1,mining_activity,0.998
389,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9941
390,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,1,mining_activity,0.9987
391,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9941
392,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,2,mining_activity,0.9956
393,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9941
394,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,1,mining_activity,0.9967
395,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9609
396,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,1,mining_activity,0.9983
397,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9953
398,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9942
399,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9948
400,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9983
401,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9983
402,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9961
403,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.996
404,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9954
405,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9964
406,mining_activity,hybrid_agreement,0.99,True,False,False,,mining_activity,1,mining_activity,0.9902
407,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.992
408,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9971
409,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
410,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
411,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
412,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
413,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
414,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
415,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
416,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
417,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9924
418,forest_natural_fire,hybrid_agreement,0.99,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9958
419,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9941
420,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9945
421,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9949
422,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9995
423,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.997
424,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9984
425,gas_flare,hybrid_agreement,0.99,True,False,False,,gas_flare,1,gas_flare,0.9622
426,gas_flare,hybrid_agreement,0.99,True,False,False,,gas_flare,1,gas_flare,0.9787
427,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9916
428,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.8966
429,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9851
430,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9943
431,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9987
432,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9952
433,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9996
434,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9925
435,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.958
436,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
437,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,5,industrial_fire,0.9996
438,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,3,industrial_fire,0.9997
439,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9997
440,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,5,industrial_fire,0.9997
441,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9993
442,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
443,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
444,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
445,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9994
446,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
447,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
448,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9987
449,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9941
450,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9974
451,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9816
452,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,5,industrial_fire,0.9896
453,forest_natural_fire,hybrid_agreement,0.99,True,False,False,,forest_natural_fire,1,forest_natural_fire,0.9962
454,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,1,agricultural_burn,0.9975
455,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,1,agricultural_burn,0.9975
456,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9701
457,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9645
458,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,1,agricultural_burn,0.9972
459,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,1,agricultural_burn,0.9972
460,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,2,agricultural_burn,0.9967
461,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,2,agricultural_burn,0.9971
462,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,1,agricultural_burn,0.9971
463,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,2,agricultural_burn,0.9973
464,agricultural_burn,hybrid_agreement,0.99,True,False,False,,agricultural_burn,2,agricultural_burn,0.9972
465,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9992
466,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9697
467,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9971
468,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.995
469,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9735
470,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9839
471,gas_flare,hybrid_agreement,0.99,True,False,False,,gas_flare,1,gas_flare,0.9835
472,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.6864
473,gas_flare,hybrid_agreement,0.99,True,False,False,,gas_flare,1,gas_flare,0.9802
474,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,4,industrial_fire,0.9996
475,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9996
476,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.997
477,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,2,industrial_fire,0.9996
478,industrial_fire,hybrid_agreement,0.99,True,False,False,,industrial_fire,4,industrial_fire,0.9936
479,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9989
480,unclassified,uncertain,0.0,False,False,True,Both rule engine and ML model have insufficient evidence.,unclassified,0,unclassified,0.9991
